model,score_test,score_val,eval_metric,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
ExtraTreesMSE,-5.4149408615126635,-15.956719736133728,root_mean_squared_error,0.03999471664428711,0.033180952072143555,0.257094144821167,0.03999471664428711,0.033180952072143555,0.257094144821167,1,True,2
RandomForestMSE,-5.446074186462437,-15.946576691044957,root_mean_squared_error,0.038121938705444336,0.03339052200317383,0.28923821449279785,0.038121938705444336,0.03339052200317383,0.28923821449279785,1,True,1
WeightedEnsemble_L2,-5.446074186462437,-15.946576691044957,root_mean_squared_error,0.03994035720825195,0.033681392669677734,0.29288268089294434,0.0018184185028076172,0.00029087066650390625,0.0036444664001464844,2,True,3
