set_key,year,brand,product,player_name_key,player_name_display,card_count,section_count,sections,affiliation_count,affiliations
2024_bowman_draft,2024,Bowman,Draft,a.j. causey,A.J. Causey,2,2,Bowman Base|Bowman Chrome Base,1,Kansas City Royals
2024_bowman_draft,2024,Bowman,Draft,aaron parker,Aaron Parker,3,3,Bowman Base|Bowman Chrome Base|Chrome Prospect Autographs,1,Toronto Blue Jays
2024_bowman_draft,2024,Bowman,Draft,adolfo sanchez,Adolfo Sanchez,2,2,Bowman Base|Bowman Chrome Base,1,Cincinnati Reds
2024_bowman_draft,2024,Bowman,Draft,adriel radney,Adriel Radney,3,3,Bowman Base|Bowman Chrome Base|In Tune,1,Arizona Diamondbacks
2024_bowman_draft,2024,Bowman,Draft,agustin ramirez,Agustin Ramirez,2,2,Bowman Base|Bowman Chrome Base,1,Miami Marlins
2024_bowman_draft,2024,Bowman,Draft,aidan major,Aidan Major,2,2,Bowman Base|Bowman Chrome Base,1,Cleveland Guardians
2024_bowman_draft,2024,Bowman,Draft,aidan miller,Aidan Miller,5,5,Bowman Base|Bowman Chrome Base|Bowman Spotlights|Final Draft|In Tune,1,Philadelphia Phillies
2024_bowman_draft,2024,Bowman,Draft,aidan smith,Aidan Smith,2,2,Bowman Base|Bowman Chrome Base,1,Tampa Bay Rays
2024_bowman_draft,2024,Bowman,Draft,aiden may,Aiden May,3,3,Bowman Base|Bowman Chrome Base|Chrome Prospect Autographs,1,Miami Marlins
2024_bowman_draft,2024,Bowman,Draft,alexander albertus,Alexander Albertus,2,2,Bowman Base|Bowman Chrome Base,1,Chicago White Sox
2024_bowman_draft,2024,Bowman,Draft,ariel armas,Ariel Armas,3,3,Bowman Base|Bowman Chrome Base|Chrome Prospect Autographs,1,Chicago Cubs
2024_bowman_draft,2024,Bowman,Draft,arjun nimmala,Arjun Nimmala,4,4,Bowman Base|Bowman Chrome Base|Bowman In Action|Final Draft,1,Toronto Blue Jays
2024_bowman_draft,2024,Bowman,Draft,ben hess,Ben Hess,3,3,Bowman Base|Bowman Chrome Base|Chrome Prospect Autographs,1,New York Yankees
2024_bowman_draft,2024,Bowman,Draft,billy amick,Billy Amick,3,3,Bowman Base|Bowman Chrome Base|Chrome Prospect Autographs,1,Minnesota Twins
2024_bowman_draft,2024,Bowman,Draft,blake burke,Blake Burke,3,4,Bowman Base|Bowman Chrome Base|Chrome College Variations|Chrome Prospect Autographs,2,Milwaukee Brewers|Milwaukee Brewers	-	Tennessee
2024_bowman_draft,2024,Bowman,Draft,blake larson,Blake Larson,3,3,Bowman Base|Bowman Chrome Base|Chrome Prospect Autographs,1,Chicago White Sox
2024_bowman_draft,2024,Bowman,Draft,blake mitchell,Blake Mitchell,1,1,Prospect Dual Autographs,1,Kansas City Royals
2024_bowman_draft,2024,Bowman,Draft,blake wright,Blake Wright,3,3,Bowman Base|Bowman Chrome Base|Chrome Prospect Autographs,1,Colorado Rockies
2024_bowman_draft,2024,Bowman,Draft,boston bateman,Boston Bateman,3,3,Bowman Base|Bowman Chrome Base|Chrome Prospect Autographs,1,San Diego Padres
2024_bowman_draft,2024,Bowman,Draft,braden montgomery,Braden Montgomery,10,14,Bowman Base|Bowman Chrome Base|Bowman Draft Night|Bowman In Action|Bowman Spotlights|Chrome College Variations|Chrome Prospect Autographs|Draft Prospect Portrait Autographs|Etched in Glass Variations|Final Draft|Image Variations|In Tune|Plasma Power|Prospectors Special Edition Die-Cut Variations,2,Boston Red Sox|Boston Red Sox	-	Texas A&M
2024_bowman_draft,2024,Bowman,Draft,bralyn brazoban,Bralyn Brazoban,2,2,Bowman Base|Bowman Chrome Base,1,Pittsburgh Pirates
2024_bowman_draft,2024,Bowman,Draft,brandon neely,Brandon Neely,3,3,Bowman Base|Bowman Chrome Base|Chrome Prospect Autographs,1,Boston Red Sox
2024_bowman_draft,2024,Bowman,Draft,brandon sproat,Brandon Sproat,2,2,Bowman Base|Bowman Chrome Base,1,New York Mets
2024_bowman_draft,2024,Bowman,Draft,brayden taylor,Brayden Taylor,2,2,Bowman Base|Bowman Chrome Base,1,Tampa Bay Rays
2024_bowman_draft,2024,Bowman,Draft,braylin morel,Braylin Morel,2,2,Bowman Base|Bowman Chrome Base,1,Texas Rangers
2024_bowman_draft,2024,Bowman,Draft,braylon doughty,Braylon Doughty,3,4,Bowman Base|Bowman Chrome Base|Chrome Prospect Autographs|Under Armour Game Autographs,1,Cleveland Guardians
2024_bowman_draft,2024,Bowman,Draft,braylon payne,Braylon Payne,4,6,Bowman Base|Bowman Chrome Base|Chrome Prospect Autographs|Class of 2024 Autographs|Etched in Glass Variations|Under Armour Game Autographs,1,Milwaukee Brewers
2024_bowman_draft,2024,Bowman,Draft,brian holiday,Brian Holiday,3,3,Bowman Base|Bowman Chrome Base|Chrome Prospect Autographs,1,St. Louis Cardinals
2024_bowman_draft,2024,Bowman,Draft,brock porter,Brock Porter,2,2,Bowman Base|Bowman Chrome Base,1,Texas Rangers
2024_bowman_draft,2024,Bowman,Draft,brock wilken,Brock Wilken,4,4,Bowman Base|Bowman Chrome Base|Plasma Power|Plasma Power Autographs,1,Milwaukee Brewers
2024_bowman_draft,2024,Bowman,Draft,brody brecht,Brody Brecht,3,3,Bowman Base|Bowman Chrome Base|Chrome Prospect Autographs,1,Colorado Rockies
2024_bowman_draft,2024,Bowman,Draft,brooks auger,Brooks Auger,2,2,Bowman Base|Bowman Chrome Base,1,Los Angeles Dodgers
2024_bowman_draft,2024,Bowman,Draft,bryce cunningham,Bryce Cunningham,3,3,Bowman Base|Bowman Chrome Base|Chrome Prospect Autographs,1,New York Yankees
2024_bowman_draft,2024,Bowman,Draft,bryce eldridge,Bryce Eldridge,4,4,Bowman Base|Bowman Chrome Base|Bowman Spotlights|Plasma Power,1,San Francisco Giants
2024_bowman_draft,2024,Bowman,Draft,bryce meccage,Bryce Meccage,3,3,Bowman Base|Bowman Chrome Base|Chrome Prospect Autographs,1,Milwaukee Brewers
2024_bowman_draft,2024,Bowman,Draft,bryce rainer,Bryce Rainer,7,10,Bowman Base|Bowman Chrome Base|Bowman In Action|Chrome Prospect Autographs|Draft Prospect Portrait Autographs|Etched in Glass Variations|Final Draft|Image Variations|Plasma Power|Prospectors Special Edition Die-Cut Variations,1,Detroit Tigers
2024_bowman_draft,2024,Bowman,Draft,byron chourio,Byron Chourio,2,2,Bowman Base|Bowman Chrome Base,1,Minnesota Twins
2024_bowman_draft,2024,Bowman,Draft,caden dana,Caden Dana,2,2,Bowman Base|Bowman Chrome Base,1,Los Angeles Angels
2024_bowman_draft,2024,Bowman,Draft,caleb bonemer,Caleb Bonemer,4,5,Bowman Base|Bowman Chrome Base|Chrome Prospect Autographs|Class of 2024 Autographs|Under Armour Game Autographs,1,Chicago White Sox
2024_bowman_draft,2024,Bowman,Draft,cam caminiti,Cam Caminiti,7,9,Bowman Base|Bowman Chrome Base|Bowman Draft Night|Bowman In Action|Bowman In Action Autographs|Chrome Prospect Autographs|Draft Prospect Portrait Autographs|Etched in Glass Variations|Prospectors Special Edition Die-Cut Variations,1,Atlanta Braves
2024_bowman_draft,2024,Bowman,Draft,cam smith,Cam Smith,10,14,Bowman Base|Bowman Chrome Base|Bowman In Action|Bowman In Action Autographs|Chrome College Variations|Chrome Prospect Autographs|Class of 2024 Autographs|Draft Prospect Portrait Autographs|Etched in Glass Variations|Image Variations|Plasma Power|Plasma Power Autographs|Prospect Dual Autographs|Prospectors Special Edition Die-Cut Variations,3,Chicago Cubs|Chicago Cubs	-	Florida State|San Francisco Giants
2024_bowman_draft,2024,Bowman,Draft,camilo diaz,Camilo Diaz,2,2,Bowman Base|Bowman Chrome Base,1,Houston Astros
2024_bowman_draft,2024,Bowman,Draft,carson benge,Carson Benge,6,9,Bowman Base|Bowman Chrome Base|Bowman Spotlights|Chrome College Variations|Chrome Prospect Autographs|Etched in Glass Variations|In Tune|Plasma Power|Prospectors Special Edition Die-Cut Variations,2,New York Mets|New York Mets	-	Oklahoma State
2024_bowman_draft,2024,Bowman,Draft,carson demartini,Carson DeMartini,3,3,Bowman Base|Bowman Chrome Base|Chrome Prospect Autographs,1,Philadelphia Phillies
2024_bowman_draft,2024,Bowman,Draft,carter holton,Carter Holton,3,3,Bowman Base|Bowman Chrome Base|Chrome Prospect Autographs,1,Atlanta Braves
2024_bowman_draft,2024,Bowman,Draft,carter johnson,Carter Johnson,4,4,Bowman Base|Bowman Chrome Base|Chrome Prospect Autographs|Class of 2024 Autographs,1,Miami Marlins
2024_bowman_draft,2024,Bowman,Draft,carter mathison,Carter Mathison,3,3,Bowman Base|Bowman Chrome Base|Chrome Prospect Autographs,1,Philadelphia Phillies
2024_bowman_draft,2024,Bowman,Draft,casey cook,Casey Cook,3,3,Bowman Base|Bowman Chrome Base|Chrome Prospect Autographs,1,Texas Rangers
2024_bowman_draft,2024,Bowman,Draft,casey saucke,Casey Saucke,3,3,Bowman Base|Bowman Chrome Base|Chrome Prospect Autographs,1,Chicago White Sox
2024_bowman_draft,2024,Bowman,Draft,chandler welch,Chandler Welch,2,2,Bowman Base|Bowman Chrome Base,1,Milwaukee Brewers
2024_bowman_draft,2024,Bowman,Draft,charlie beilenson,Charlie Beilenson,2,2,Bowman Base|Bowman Chrome Base,1,Seattle Mariners
2024_bowman_draft,2024,Bowman,Draft,chase allsup,Chase Allsup,2,2,Bowman Base|Bowman Chrome Base,1,Baltimore Orioles
2024_bowman_draft,2024,Bowman,Draft,chase burns,Chase Burns,14,15,Bowman Base|Bowman Chrome Base|Bowman Draft Night|Bowman In Action|Bowman In Action Autographs|Bowman Spotlights|Chrome Prospect Autographs|Draft Prospect Portrait Autographs|Etched in Glass Variations|Final Draft|Image Variations|Image Variations Autographs|In Tune|Prospect Dual Autographs|Prospectors Special Edition Die-Cut Variations,4,Chicago White Sox|Cincinnati Reds|Cleveland Guardians|Oakland Athletics
2024_bowman_draft,2024,Bowman,Draft,chase harlan,Chase Harlan,3,3,Bowman Base|Bowman Chrome Base|Chrome Prospect Autographs,1,Los Angeles Dodgers
2024_bowman_draft,2024,Bowman,Draft,chris cortez,Chris Cortez,3,3,Bowman Base|Bowman Chrome Base|Chrome Prospect Autographs,1,Los Angeles Angels
2024_bowman_draft,2024,Bowman,Draft,christian moore,Christian Moore,13,18,Bowman Base|Bowman Chrome Base|Bowman Draft Night|Bowman In Action|Bowman In Action Autographs|Bowman Spotlights|Chrome College Variations|Chrome Prospect Autographs|Class of 2024 Autographs|Draft Prospect Portrait Autographs|Etched in Glass Variations|Final Draft|Image Variations|Image Variations Autographs|In Tune|Plasma Power|Plasma Power Autographs|Prospectors Special Edition Die-Cut Variations,2,Los Angeles Angels|Los Angeles Angels	-	Tennessee
2024_bowman_draft,2024,Bowman,Draft,clark candiotti,Clark Candiotti,2,2,Bowman Base|Bowman Chrome Base,1,San Diego Padres
2024_bowman_draft,2024,Bowman,Draft,cole mathis,Cole Mathis,4,4,Bowman Base|Bowman Chrome Base|Chrome Prospect Autographs|Class of 2024 Autographs,1,Chicago Cubs
2024_bowman_draft,2024,Bowman,Draft,cole messina,Cole Messina,3,3,Bowman Base|Bowman Chrome Base|Chrome Prospect Autographs,1,Colorado Rockies
2024_bowman_draft,2024,Bowman,Draft,colt emerson,Colt Emerson,3,3,Bowman Base|Bowman Chrome Base|Bowman Spotlights,1,Seattle Mariners
2024_bowman_draft,2024,Bowman,Draft,connor foley,Connor Foley,3,3,Bowman Base|Bowman Chrome Base|Chrome Prospect Autographs,1,Arizona Diamondbacks
2024_bowman_draft,2024,Bowman,Draft,cooper pratt,Cooper Pratt,2,2,Bowman Base|Bowman Chrome Base,1,Milwaukee Brewers
2024_bowman_draft,2024,Bowman,Draft,curley martha,Curley Martha,2,2,Bowman Base|Bowman Chrome Base,1,Texas Rangers
2024_bowman_draft,2024,Bowman,Draft,daiber de los santos,Daiber De Los Santos,2,2,Bowman Base|Bowman Chrome Base,1,Minnesota Twins
2024_bowman_draft,2024,Bowman,Draft,dakota jordan,Dakota Jordan,3,3,Bowman Base|Bowman Chrome Base|Chrome Prospect Autographs,1,San Francisco Giants
2024_bowman_draft,2024,Bowman,Draft,dalton rushing,Dalton Rushing,2,2,Bowman Base|Bowman Chrome Base,1,Los Angeles Dodgers
2024_bowman_draft,2024,Bowman,Draft,daniel eagen,Daniel Eagen,3,3,Bowman Base|Bowman Chrome Base|Chrome Prospect Autographs,1,Arizona Diamondbacks
2024_bowman_draft,2024,Bowman,Draft,dante nori,Dante Nori,4,5,Bowman Base|Bowman Chrome Base|Chrome Prospect Autographs|Class of 2024 Autographs|Etched in Glass Variations,1,Philadelphia Phillies
2024_bowman_draft,2024,Bowman,Draft,dawel joseph,Dawel Joseph,2,2,Bowman Base|Bowman Chrome Base,1,Seattle Mariners
2024_bowman_draft,2024,Bowman,Draft,derniche valdez,Derniche Valdez,2,2,Bowman Base|Bowman Chrome Base,1,Chicago Cubs
2024_bowman_draft,2024,Bowman,Draft,deyvison de los santos,Deyvison De Los Santos,2,2,Bowman Base|Bowman Chrome Base,1,Miami Marlins
2024_bowman_draft,2024,Bowman,Draft,drew beam,Drew Beam,3,3,Bowman Base|Bowman Chrome Base|Chrome Prospect Autographs,1,Kansas City Royals
2024_bowman_draft,2024,Bowman,Draft,dylan crews,Dylan Crews,5,5,Bowman Base|Bowman Chrome Base|Bowman In Action|Bowman In Action Autographs|In Tune,1,Washington Nationals
2024_bowman_draft,2024,Bowman,Draft,dylan dreiling,Dylan Dreiling,4,4,Bowman Base|Bowman Chrome Base|Chrome Prospect Autographs|Class of 2024 Autographs,1,Texas Rangers
2024_bowman_draft,2024,Bowman,Draft,echedry vargas,Echedry Vargas,2,2,Bowman Base|Bowman Chrome Base,1,Texas Rangers
2024_bowman_draft,2024,Bowman,Draft,eddie rynders,Eddie Rynders,3,3,Bowman Base|Bowman Chrome Base|Chrome Prospect Autographs,1,Pittsburgh Pirates
2024_bowman_draft,2024,Bowman,Draft,eduardo herrera,Eduardo Herrera,2,2,Bowman Base|Bowman Chrome Base,1,Chicago White Sox
2024_bowman_draft,2024,Bowman,Draft,eli serrano,Eli Serrano,3,3,Bowman Base|Bowman Chrome Base|Chrome Prospect Autographs,1,New York Mets
2024_bowman_draft,2024,Bowman,Draft,elijah green,Elijah Green,1,1,Prospect Dual Autographs,1,Washington Nationals
2024_bowman_draft,2024,Bowman,Draft,emil morales,Emil Morales,4,4,Bowman Base|Bowman Chrome Base|Bowman Spotlights|In Tune,1,Los Angeles Dodgers
2024_bowman_draft,2024,Bowman,Draft,enrique bradfield jr.,Enrique Bradfield Jr.,2,2,Bowman Base|Bowman Chrome Base,1,Baltimore Orioles
2024_bowman_draft,2024,Bowman,Draft,ethan anderson,Ethan Anderson,2,2,Bowman Base|Bowman Chrome Base,1,Baltimore Orioles
2024_bowman_draft,2024,Bowman,Draft,ethan bagwell,Ethan Bagwell,2,2,Bowman Base|Bowman Chrome Base,1,Atlanta Braves
2024_bowman_draft,2024,Bowman,Draft,ethan salas,Ethan Salas,3,3,Bowman Base|Bowman Chrome Base|Bowman In Action,1,San Diego Padres
2024_bowman_draft,2024,Bowman,Draft,ethan schiefelbein,Ethan Schiefelbein,3,3,Bowman Base|Bowman Chrome Base|Chrome Prospect Autographs,1,Detroit Tigers
2024_bowman_draft,2024,Bowman,Draft,felnin celesten,Felnin Celesten,4,4,Bowman Base|Bowman Chrome Base|Bowman In Action|Bowman In Action Autographs,1,Seattle Mariners
2024_bowman_draft,2024,Bowman,Draft,fenwick trimble,Fenwick Trimble,3,3,Bowman Base|Bowman Chrome Base|Chrome Prospect Autographs,1,Miami Marlins
2024_bowman_draft,2024,Bowman,Draft,fernando cruz,Fernando Cruz,3,3,Bowman Base|Bowman Chrome Base|Final Draft,1,Chicago Cubs
2024_bowman_draft,2024,Bowman,Draft,francisco vilorio,Francisco Vilorio,3,3,Bowman Base|Bowman Chrome Base|Final Draft,1,New York Yankees
2024_bowman_draft,2024,Bowman,Draft,gage miller,Gage Miller,4,4,Bowman Base|Bowman Chrome Base|Chrome Prospect Autographs|Class of 2024 Autographs,1,Miami Marlins
2024_bowman_draft,2024,Bowman,Draft,gage ziehl,Gage Ziehl,3,3,Bowman Base|Bowman Chrome Base|Chrome Prospect Autographs,1,New York Yankees
2024_bowman_draft,2024,Bowman,Draft,george lombard jr.,George Lombard Jr.,3,3,Bowman Base|Bowman Chrome Base|Final Draft,1,New York Yankees
2024_bowman_draft,2024,Bowman,Draft,grant shepardson,Grant Shepardson,2,2,Bowman Base|Bowman Chrome Base,1,Miami Marlins
2024_bowman_draft,2024,Bowman,Draft,griff o'ferrall,Griff O'Ferrall,4,4,Bowman Base|Bowman Chrome Base|Chrome Prospect Autographs|Class of 2024 Autographs,1,Baltimore Orioles
2024_bowman_draft,2024,Bowman,Draft,griffin burkholder,Griffin Burkholder,4,4,Bowman Base|Bowman Chrome Base|Chrome Prospect Autographs|Class of 2024 Autographs,1,Philadelphia Phillies
2024_bowman_draft,2024,Bowman,Draft,griffin herring,Griffin Herring,2,2,Bowman Base|Bowman Chrome Base,1,New York Yankees
2024_bowman_draft,2024,Bowman,Draft,hagen smith,Hagen Smith,12,16,Bowman Base|Bowman Chrome Base|Bowman Draft Night|Bowman Draft Night Autographs|Bowman In Action|Bowman In Action Autographs|Bowman Spotlights|Chrome College Variations|Chrome Prospect Autographs|Draft Prospect Portrait Autographs|Etched in Glass Variations|Image Variations|Image Variations Autographs|In Tune|Prospect Dual Autographs|Prospectors Special Edition Die-Cut Variations,3,Chicago White Sox|Chicago White Sox	-	Arkansas|Cincinnati Reds
2024_bowman_draft,2024,Bowman,Draft,harry ford,Harry Ford,2,2,Bowman Base|Bowman Chrome Base,1,Seattle Mariners
2024_bowman_draft,2024,Bowman,Draft,herick hernandez,Herick Hernandez,3,3,Bowman Base|Bowman Chrome Base|Chrome Prospect Autographs,1,Atlanta Braves
2024_bowman_draft,2024,Bowman,Draft,hunter cranton,Hunter Cranton,2,2,Bowman Base|Bowman Chrome Base,1,Seattle Mariners
2024_bowman_draft,2024,Bowman,Draft,ivan luciano,Ivan Luciano,3,3,Bowman Base|Bowman Chrome Base|Chrome Prospect Autographs,1,Arizona Diamondbacks
2024_bowman_draft,2024,Bowman,Draft,jac caglianone,Jac Caglianone,16,20,Bowman Base|Bowman Chrome Base|Bowman Draft Night|Bowman Draft Night Autographs|Bowman In Action|Bowman In Action Autographs|Bowman Spotlights|Chrome College Variations|Chrome Prospect Autographs|Class of 2024 Autographs|Draft Prospect Portrait Autographs|Etched in Glass Variations|Final Draft|Image Variations|Image Variations Autographs|In Tune|Plasma Power|Plasma Power Autographs|Prospect Dual Autographs|Prospectors Special Edition Die-Cut Variations,3,Cleveland Guardians|Kansas City Royals|Kansas City Royals	-	Florida
2024_bowman_draft,2024,Bowman,Draft,jackson kent,Jackson Kent,2,2,Bowman Base|Bowman Chrome Base,1,Washington Nationals
2024_bowman_draft,2024,Bowman,Draft,jackson wentworth,Jackson Wentworth,2,2,Bowman Base|Bowman Chrome Base,1,Toronto Blue Jays
2024_bowman_draft,2024,Bowman,Draft,jacob cozart,Jacob Cozart,4,4,Bowman Base|Bowman Chrome Base|Chrome Prospect Autographs|Class of 2024 Autographs,1,Cleveland Guardians
2024_bowman_draft,2024,Bowman,Draft,jacob gonzalez,Jacob Gonzalez,1,1,Prospect Dual Autographs,1,Chicago White Sox
2024_bowman_draft,2024,Bowman,Draft,jaime ferrer,Jaime Ferrer,3,3,Bowman Base|Bowman Chrome Base|Chrome Prospect Autographs,1,Minnesota Twins
