set_key,year,brand,product,player_name_key,player_name_display,card_count,section_count,sections,affiliation_count,affiliations
2025_bowman,2025,Bowman,Bowman,aaron judge,Aaron Judge,3,3,Anime|Base|Hobby Stars,1,New York Yankees
2025_bowman,2025,Bowman,Bowman,adael amador,Adael Amador,5,5,Base|Rockstar Rookies|Rockstar Rookies Autographs|Rookie of the Year Favorites|Rookie of the Year Favorites Autographs,2,Colorado Rockies|Colorado Rockies	RC
2025_bowman,2025,Bowman,Bowman,adley rutschman,Adley Rutschman,1,1,Base,1,Baltimore Orioles
2025_bowman,2025,Bowman,Bowman,adrian del castillo,Adrian Del Castillo,1,1,Base,1,Arizona Diamondbacks	RC
2025_bowman,2025,Bowman,Bowman,agustin ramirez,Agustin Ramirez,1,1,Bowman Scouts' Top 100,1,Miami Marlins
2025_bowman,2025,Bowman,Bowman,aidan miller,Aidan Miller,4,4,Bowman Chrome Prospects|Bowman Prospects|Bowman Scouts' Top 100|Very Important Prospects,1,Philadelphia Phillies
2025_bowman,2025,Bowman,Bowman,aidan smith,Aidan Smith,2,2,Bowman Chrome Prospects|Bowman Prospects,1,Tampa Bay Rays
2025_bowman,2025,Bowman,Bowman,albert pujols,Albert Pujols,1,1,Anime,1,St. Louis Cardinals
2025_bowman,2025,Bowman,Bowman,alejandro rosario,Alejandro Rosario,3,3,Bowman Chrome Prospects|Bowman Prospects|Bowman Scouts' Top 100,1,Texas Rangers
2025_bowman,2025,Bowman,Bowman,alex freeland,Alex Freeland,1,1,Bowman Scouts' Top 100,1,Los Angeles Dodgers
2025_bowman,2025,Bowman,Bowman,alex mooney,Alex Mooney,3,3,Bowman Chrome Prospects|Bowman Prospects|Chrome Prospect Autographs,1,Cleveland Guardians
2025_bowman,2025,Bowman,Bowman,anderson brito,Anderson Brito,2,2,Bowman Chrome Prospects|Bowman Prospects,1,Houston Astros
2025_bowman,2025,Bowman,Bowman,andrew morris,Andrew Morris,3,3,Bowman Chrome Prospects|Bowman Prospects|Chrome Prospect Autographs,1,Minnesota Twins
2025_bowman,2025,Bowman,Bowman,andrew painter,Andrew Painter,4,4,Bowman Chrome Prospects|Bowman Prospect Autographs|Bowman Prospects|Bowman Scouts' Top 100,1,Philadelphia Phillies
2025_bowman,2025,Bowman,Bowman,andy pages,Andy Pages,1,1,Bowman Rookies and Veterans Autographs,1,Los Angeles Dodgers
2025_bowman,2025,Bowman,Bowman,angel genao,Angel Genao,1,1,Bowman Scouts' Top 100,1,Cleveland Guardians
2025_bowman,2025,Bowman,Bowman,aron estrada,Aron Estrada,3,3,Bowman Chrome Prospects|Bowman Prospects|Chrome Prospect Autographs,1,Baltimore Orioles
2025_bowman,2025,Bowman,Bowman,aroon escobar,Aroon Escobar,3,3,Bowman Chrome Prospects|Bowman Prospects|Chrome Prospect Autographs,1,Philadelphia Phillies
2025_bowman,2025,Bowman,Bowman,asbel gonzalez,Asbel Gonzalez,2,2,Bowman Chrome Prospects|Bowman Prospects,1,Kansas City Royals
2025_bowman,2025,Bowman,Bowman,ashly andujar,Ashly Andujar,3,3,Bowman Chrome Prospects|Bowman Prospects|Chrome Prospect Autographs,1,Colorado Rockies
2025_bowman,2025,Bowman,Bowman,austin riley,Austin Riley,1,1,Base,1,Atlanta Braves
2025_bowman,2025,Bowman,Bowman,ben rice,Ben Rice,1,1,Base,1,New York Yankees	RC
2025_bowman,2025,Bowman,Bowman,bishop letson,Bishop Letson,2,2,Bowman Chrome Prospects|Bowman Prospects,1,Milwaukee Brewers
2025_bowman,2025,Bowman,Bowman,blake aita,Blake Aita,1,1,Bowman Prospect Autographs,1,Boston Red Sox
2025_bowman,2025,Bowman,Bowman,blake mitchell,Blake Mitchell,1,1,Bowman Scouts' Top 100,1,Kansas City Royals
2025_bowman,2025,Bowman,Bowman,blake wolters,Blake Wolters,2,2,Bowman Chrome Prospects|Bowman Prospects,1,Kansas City Royals
2025_bowman,2025,Bowman,Bowman,bo bichette,Bo Bichette,1,1,Base,1,Toronto Blue Jays
2025_bowman,2025,Bowman,Bowman,bo walker,Bo Walker,3,3,Bowman Chrome Prospects|Bowman Prospects|Chrome Prospect Autographs,1,Arizona Diamondbacks
2025_bowman,2025,Bowman,Bowman,bobby witt jr.,Bobby Witt Jr.,6,6,Anime|Base|Bowman Dual Autographs|Bowman Spotlights|Hobby Stars|Hobby Stars Autographs,1,Kansas City Royals
2025_bowman,2025,Bowman,Bowman,braden montgomery,Braden Montgomery,4,4,Bowman Chrome Prospects|Bowman Prospects|Bowman Scouts' Top 100|Chrome Prospect Autographs,1,Chicago White Sox
2025_bowman,2025,Bowman,Bowman,brandon sproat,Brandon Sproat,1,1,Bowman Scouts' Top 100,1,New York Mets
2025_bowman,2025,Bowman,Bowman,brayan rocchio,Brayan Rocchio,1,1,Bowman Rookies and Veterans Autographs,1,Cleveland Guardians
2025_bowman,2025,Bowman,Bowman,brayden taylor,Brayden Taylor,1,1,Bowman Scouts' Top 100,1,Tampa Bay Rays
2025_bowman,2025,Bowman,Bowman,braylon payne,Braylon Payne,2,2,Bowman Chrome Prospects|Bowman Prospects,1,Milwaukee Brewers
2025_bowman,2025,Bowman,Bowman,brenton doyle,Brenton Doyle,1,1,Bowman Rookies and Veterans Autographs,1,Colorado Rockies
2025_bowman,2025,Bowman,Bowman,brett baty,Brett Baty,1,1,Bowman Rookies and Veterans Autographs,1,New York Mets
2025_bowman,2025,Bowman,Bowman,brody hopkins,Brody Hopkins,1,1,Chrome Prospect Autographs,1,Tampa Bay Rays
2025_bowman,2025,Bowman,Bowman,brooks lee,Brooks Lee,4,5,Base|Etched in Glass Variations|Greatness Loading|Rockstar Rookies|Rockstar Rookies Autographs,2,Minnesota Twins|Minnesota Twins	RC
2025_bowman,2025,Bowman,Bowman,brooks robinson,Brooks Robinson,1,1,Retrofractors,1,Baltimore Orioles
2025_bowman,2025,Bowman,Bowman,bryan reynolds,Bryan Reynolds,1,1,Base,1,Pittsburgh Pirates
2025_bowman,2025,Bowman,Bowman,bryce eldridge,Bryce Eldridge,3,3,Bowman Scouts' Top 100|Greatness Loading|Very Important Prospects,1,San Francisco Giants
2025_bowman,2025,Bowman,Bowman,bryce harper,Bryce Harper,2,2,Anime|Base,1,Philadelphia Phillies
2025_bowman,2025,Bowman,Bowman,bryce rainer,Bryce Rainer,4,4,Bowman Chrome Prospects|Bowman Prospects|Bowman Scouts' Top 100|Greatness Loading,1,Detroit Tigers
2025_bowman,2025,Bowman,Bowman,bubba chandler,Bubba Chandler,1,1,Bowman Scouts' Top 100,1,Pittsburgh Pirates
2025_bowman,2025,Bowman,Bowman,cade horton,Cade Horton,4,4,Bowman Chrome Prospects|Bowman Prospect Autographs|Bowman Prospects|Bowman Scouts' Top 100,1,Chicago Cubs
2025_bowman,2025,Bowman,Bowman,caden dana,Caden Dana,3,3,Base|Rookie of the Year Favorites|Rookie of the Year Favorites Autographs,2,Los Angeles Angels|Los Angeles Angels	RC
2025_bowman,2025,Bowman,Bowman,caden kendle,Caden Kendle,3,3,Bowman Chrome Prospects|Bowman Prospects|Chrome Prospect Autographs,1,Minnesota Twins
2025_bowman,2025,Bowman,Bowman,caleb lomavita,Caleb Lomavita,3,3,Bowman Chrome Prospects|Bowman Prospects|Chrome Prospect Autographs,1,Washington Nationals
2025_bowman,2025,Bowman,Bowman,cam caminiti,Cam Caminiti,4,4,Bowman Chrome Prospects|Bowman Prospects|Bowman Scouts' Top 100|Very Important Prospects Autographs,1,Atlanta Braves
