player,card_type,listing_count
Griffin Hugus,Chrome · Blue /150 · Auto,14
Griffin Hugus,Chrome · Yellow /75,11
Griffin Hugus,Chrome · Sky Blue /499 · Auto,10
Griffin Hugus,Chrome · Purple /250,8
Griffin Hugus,Chrome · Sky Blue /499,7
Griffin Hugus,Chrome · Yellow /75 · Auto,6
Griffin Hugus,Chrome · Aqua Reptilian,6
Griffin Hugus,Chrome · Green /99,5
Griffin Hugus,Chrome · X-Fractor,4
Griffin Hugus,Chrome · Sparkle · Auto,3
Griffin Hugus,Chrome · Aqua /125 · Auto,3
Griffin Hugus,Chrome · Green /99 · Auto,2
Griffin Hugus,Chrome · Blue /150,2
Griffin Hugus,Chrome · Aqua /125,2
Griffin Hugus,Chrome · Steel Metal /100,2
Griffin Hugus,Chrome · Gold /50,1
Griffin Hugus,Chrome · Fuchsia Reptilian /199,1
Griffin Hugus,Chrome · Orange /25 · Auto,1
Griffin Hugus,Chrome · Speckle /71 · Auto,1
Griffin Hugus,Chrome · Black /73,1
Griffin Hugus,Chrome · Logo Refractor /35,1
Griffin Hugus,Snack-Pack,1
Gustavo Melendez,Base-Paper,8
Gustavo Melendez,Chrome · Auto,21
Gustavo Melendez,Chrome · Refractor,14
Gustavo Melendez,Chrome · Sky Blue /499 · Auto,6
Gustavo Melendez,Chrome · Green /99,5
Gustavo Melendez,Chrome · Speckle Refractor,4
Gustavo Melendez,Chrome · Gold /50,4
Gustavo Melendez,Chrome · Yellow /75,4
Gustavo Melendez,Chrome · Base,4
Gustavo Melendez,Chrome · Blue /150 · Auto,4
Gustavo Melendez,Chrome · Sky Blue /499,3
Gustavo Melendez,Chrome · Aqua /125,3
Gustavo Melendez,Chrome · Aqua /125 · Auto,2
Gustavo Melendez,Chrome · Logo Refractor /35,2
Gustavo Melendez,Chrome · Purple /250 · Auto,2
Gustavo Melendez,Chrome · Red /5,2
Gustavo Melendez,Chrome · Orange /25,2
Gustavo Melendez,Chrome · X-Fractor · Auto,2
Gustavo Melendez,Chrome · Black /73 · Auto,2
Gustavo Melendez,Chrome · X-Fractor,1
Gustavo Melendez,Chrome · Gold /50 · Auto,1
Gustavo Melendez,Chrome · Superfractor,1
Hagen Smith,Base-Paper,10
Hagen Smith,Chrome · Refractor,24
Hagen Smith,Chrome · Base,9
Hagen Smith,Chrome · Sky Blue /499,4
Hagen Smith,Chrome · Purple /250,2
Hagen Smith,Chrome · Green /99,2
Hagen Smith,Chrome · Blue /150 · Auto,2
Hagen Smith,Chrome · Aqua Reptilian,2
Hagen Smith,Chrome · Blue /150,2
Hagen Smith,Chrome · Orange /25,1
Ike Irish,Base-Paper,55
Ike Irish,Bowman Axis · Base,26
Ike Irish,Bowman Axis · Parallel,5
Ike Irish,Bowman Axis · Green,3
Ike Irish,Bowman Axis · Gold,3
Ike Irish,Bowman Draft Night,48
Ike Irish,Bowman Draft Night · Mini Diamond /150,2
Ike Irish,Bowman Draft Night · Gold /50,2
Ike Irish,Bowman Draft Night /250,4
Ike Irish,Bowman In Action,23
Ike Irish,Bowman In Action · Green /99,1
Ike Irish,Bowman Spotlight,2
Ike Irish,Chrome · Refractor,36
Ike Irish,Chrome · Sky Blue /499,12
Ike Irish,Chrome · Auto,11
Ike Irish,Chrome · Aqua Reptilian,8
Ike Irish,Chrome · Gold /50 · Auto,7
Ike Irish,Chrome · Base,7
Ike Irish,Chrome · Purple /250 · Auto,5
Ike Irish,Chrome · Fuchsia Reptilian /199,4
Ike Irish,Chrome · X-Fractor,3
Ike Irish,Chrome · Green /99,3
Ike Irish,Chrome · Blue /150,3
Ike Irish,Chrome · Sky Blue /499 · Auto,3
Ike Irish,Chrome · Magenta Printing Plate,2
Ike Irish,Chrome · Aqua /125 · Auto,2
Ike Irish,Chrome · Aqua /125,2
Ike Irish,Chrome · Yellow /75,2
Ike Irish,Chrome · Purple /250,2
Ike Irish,Chrome · Speckle Refractor,1
Ike Irish,Chrome · Blue /150 · Auto,1
Ike Irish,Chrome Prospect College Variations,2
Ike Irish,Chrome Prospect College Variations · Gold /50,1
Ike Irish,Crystallized,6
Ike Irish,Crystallized · Black /73,2
Ike Irish,Crystallized /25,2
Ike Irish,Etched in Glass,6
Ike Irish,Image Variations,14
Ike Irish,Prized Prospects,38
Ike Irish,Prized Prospects · Mini Diamond /150,2
Ike Irish,Prized Prospects /25,1
J.D. Thompson,Base-Paper,6
J.D. Thompson,Chrome · Auto,16
J.D. Thompson,Chrome · Sky Blue /499 · Auto,9
J.D. Thompson,Chrome · Base,8
J.D. Thompson,Chrome · Refractor,7
J.D. Thompson,Chrome · Aqua /125,4
J.D. Thompson,Chrome · Orange /25,4
J.D. Thompson,Chrome · Yellow /75,2
J.D. Thompson,Chrome · Sparkle · Auto,2
J.D. Thompson,Chrome · Gold /50 · Auto,2
J.D. Thompson,Chrome · Blue /150,2
J.D. Thompson,Chrome · X-Fractor,2
J.D. Thompson,Chrome · Aqua /125 · Auto,2
J.D. Thompson,Chrome · Green /99 · Auto,2
J.D. Thompson,Chrome · Sky Blue /499,1
Jack Gurevitch,Base-Paper,18
Jack Gurevitch,Chrome · Refractor,23
Jack Gurevitch,Chrome · Base,13
Jack Gurevitch,Chrome · Auto,13
Jack Gurevitch,Chrome · Blue /150,7
Jack Gurevitch,Chrome · Aqua /125,7
Jack Gurevitch,Chrome · Purple /250,7
Jack Gurevitch,Chrome · Green /99,6
Jack Gurevitch,Chrome · Green /99 · Auto,5
Jack Gurevitch,Chrome · Purple /250 · Auto,4
Jack Gurevitch,Chrome · Blue /150 · Auto,4
Jack Gurevitch,Chrome · Aqua Reptilian,4
Jack Gurevitch,Chrome · Aqua /125 · Auto,3
Jack Gurevitch,Chrome · Orange /25,3
Jack Gurevitch,Chrome · Steel Metal /100,2
Jack Gurevitch,Chrome · Fuchsia Reptilian /199,2
Jack Gurevitch,Chrome · Speckle Refractor,2
Jack Gurevitch,Chrome · Sky Blue /499 · Auto,2
Jack Gurevitch,Chrome · Mini Diamond,2
Jack Gurevitch,Chrome · Fuchsia Reptilian /199 · Auto,2
Jack Gurevitch,Chrome · X-Fractor · Auto,2
Jack Gurevitch,Chrome · Gold /50 · Auto,1
Jacob Morrison,Base-Paper,16
Jacob Morrison,Chrome · Auto,10
Jacob Morrison,Chrome · Sky Blue /499 · Auto,8
Jacob Morrison,Chrome · Aqua /125 · Auto,8
Jacob Morrison,Chrome · Green /99,7
Jacob Morrison,Chrome · Refractor,7
Jacob Morrison,Chrome · Base,5
Jacob Morrison,Chrome · Fuchsia Reptilian /199,4
Jacob Morrison,Chrome · Purple /250 · Auto,3
Jacob Morrison,Chrome · Green /99 · Auto,3
Jacob Morrison,Chrome · Gold /50,2
Jacob Morrison,Chrome · Steel Metal /100,2
Jacob Morrison,Chrome · Logo Refractor /35,2
Jacob Morrison,Chrome · Blue /150,2
Jacob Morrison,Chrome · Sky Blue /499,2
Jacob Morrison,Chrome · Orange /25,2
Jacob Morrison,Chrome · X-Fractor,2
Jacob Morrison,Chrome · Sparkle · Auto,2
Jacob Morrison,Snack-Pack,1
Jacob Reimer,Base-Paper,10
Jacob Reimer,Chrome · Refractor,16
Jacob Reimer,Chrome · X-Fractor,4
Jacob Reimer,Chrome · Base,4
Jacob Reimer,Chrome · Green /99,2
Jacob Reimer,Chrome · Blue /150,2
Jacob Reimer,Chrome · Aqua Reptilian,2
Jacob Reimer,Chrome · Yellow /75,2
Jacob Reimer,Chrome · Orange /25,2
Jake Cook,Base-Paper,5
Jake Cook,Chrome · Auto,26
Jake Cook,Chrome · Blue /150 · Auto,12
Jake Cook,Chrome · Refractor,12
Jake Cook,Chrome · Blue /150,11
Jake Cook,Chrome · Base,6
Jake Cook,Chrome · Sky Blue /499,4
Jake Cook,Chrome · X-Fractor,4
Jake Cook,Chrome · Sky Blue /499 · Auto,3
Jake Cook,Chrome · Fuchsia Reptilian /199,3
Jake Cook,Chrome · Logo Refractor /35,2
Jake Cook,Chrome · Yellow /75 · Auto,2
Jake Cook,Chrome · Gold /50,2
Jake Cook,Chrome · Steel Metal /100,2
Jake Cook,Chrome · Purple /250 · Auto,1
Jake Cook,Snack-Pack,2
Jake Munroe,Base-Paper,10
Jake Munroe,Chrome · Auto,31
Jake Munroe,Chrome · Refractor,22
Jake Munroe,Chrome · Green /99,6
Jake Munroe,Chrome · Blue /150 · Auto,5
Jake Munroe,Chrome · Green /99 · Auto,4
Jake Munroe,Chrome · Sky Blue /499 · Auto,4
Jake Munroe,Chrome · Yellow /75,2
Jake Munroe,Chrome · Yellow /75 · Auto,2
Jake Munroe,Chrome · Fuchsia Reptilian /199 · Auto,2
Jake Munroe,Chrome · Base,2
Jake Munroe,Chrome · Aqua /125,2
Jake Munroe,Chrome · Sky Blue /499,1
Jake Munroe,Chrome · Purple /250 · Auto,1
Jake Munroe,Snack-Pack,8
James Ellwanger,Base-Paper,20
James Ellwanger,Chrome · Refractor,16
James Ellwanger,Chrome · Base,14
James Ellwanger,Chrome · Purple /250,8
James Ellwanger,Chrome · Yellow /75,2
James Ellwanger,Chrome · Orange /25,2
James Ellwanger,Chrome · Sky Blue /499,2
James Ellwanger,Chrome · Steel Metal /100,1
James Tibbs III,Base-Paper,11
James Tibbs III,Chrome · Refractor,149
James Tibbs III,Chrome · Base,61
James Tibbs III,Chrome · Sky Blue /499,44
James Tibbs III,Chrome · Green /99,31
James Tibbs III,Chrome · X-Fractor,28
James Tibbs III,Chrome · Blue /150,28
James Tibbs III,Chrome · Aqua /125,18
James Tibbs III,Chrome · Sapphire,17
James Tibbs III,Chrome · Logo Refractor /35,11
James Tibbs III,Chrome · Gold /50,6
James Tibbs III,Chrome · Aqua Reptilian,5
James Tibbs III,Chrome · Speckle Refractor,5
James Tibbs III,Chrome · Fuchsia Reptilian /199,4
James Tibbs III,Chrome · Purple /250,1
James Tibbs III,Snack-Pack,2
Jamie Arnold,Base-Paper,43
Jamie Arnold,Bowman Draft Night,43
Jamie Arnold,Bowman Draft Night · Orange /25,2
Jamie Arnold,Bowman Draft Night /250,2
Jamie Arnold,Bowman In Action,16
Jamie Arnold,Bowman In Action · Green /99,2
Jamie Arnold,Bowman In Action · Mini Diamond /150,2
Jamie Arnold,Bowman Spotlight,8
Jamie Arnold,Chrome · Refractor,77
Jamie Arnold,Chrome · Base,31
Jamie Arnold,Chrome · Auto,19
Jamie Arnold,Chrome · Gold /50 · Auto,7
Jamie Arnold,Chrome · Orange /25 · Auto,5
Jamie Arnold,Chrome · Aqua /125,5
Jamie Arnold,Chrome · Aqua /125 · Auto,4
Jamie Arnold,Chrome · X-Fractor,4
Jamie Arnold,Chrome · Sparkle · Auto,4
Jamie Arnold,Chrome · Blue /150,4
Jamie Arnold,Chrome · Blue /150 · Auto,3
Jamie Arnold,Chrome · Yellow /75,2
Jamie Arnold,Chrome · Sparkle,2
Jamie Arnold,Chrome · Green /99,2
Jamie Arnold,Chrome · Sky Blue /499 · Auto,2
Jamie Arnold,Chrome · Purple /250,1
Jamie Arnold,Chrome · Speckle Refractor,1
Jamie Arnold,Chrome · Fuchsia Reptilian /199 · Auto,1
Jamie Arnold,Chrome · Sky Blue /499,1
Jamie Arnold,Chrome · Parallel · Auto,1
Jamie Arnold,Etched in Glass,2
Jamie Arnold,Image Variations,4
Jamie Arnold,Prized Prospects,46
Jamie Arnold,Prized Prospects · Green /99,2
Jamie Arnold,Prized Prospects /250,2
Jamie Arnold,Snack-Pack,2
Jared Thomas,Base-Paper,14
Jared Thomas,Chrome · Refractor,18
Jared Thomas,Chrome · Base,12
Jared Thomas,Chrome · Sky Blue /499,8
Jared Thomas,Chrome · X-Fractor,2
Jaxon Wiggins,Base-Paper,12
Jaxon Wiggins,Chrome · Refractor,6
Jaxon Wiggins,Chrome · Blue /150,4
Jaxon Wiggins,Chrome · Base,4
Jaxon Wiggins,Chrome · Purple /250,2
Jaxon Wiggins,Chrome · True Black /10,2
Jaxon Wiggins,Chrome · Sky Blue /499,2
JB Middleton,Base-Paper,18
JB Middleton,Chrome · Refractor,20
JB Middleton,Chrome · Base,18
JB Middleton,Chrome · Auto,14
JB Middleton,Chrome · Blue /150,12
JB Middleton,Chrome · Sky Blue /499,8
JB Middleton,Chrome · Aqua /125 · Auto,6
JB Middleton,Chrome · Green /99,6
JB Middleton,Chrome · Gold /50,4
JB Middleton,Chrome · Blue /150 · Auto,3
JB Middleton,Chrome · Sky Blue /499 · Auto,2
JB Middleton,Chrome · Yellow /75,2
JB Middleton,Chrome · Gold /50 · Auto,2
JB Middleton,Chrome · Yellow /75 · Auto,2
JB Middleton,Chrome · Orange /25 · Auto,2
JB Middleton,Chrome · Parallel · Auto,2
JB Middleton,Snack-Pack,1
JD Dix,Base-Paper,8
JD Dix,Chrome · Refractor,12
JD Dix,Chrome · Base,6
JD Dix,Chrome · Green /99,4
JD Dix,Chrome · Gold /50,4
JD Dix,Chrome · Sky Blue /499,4
JD Dix,Chrome · Logo Refractor /35,2
JD Dix,Chrome · Purple /250,2
JD Dix,Snack-Pack,4
Jefferson Rojas,Base-Paper,10
Jefferson Rojas,Chrome · Refractor,8
Jefferson Rojas,Chrome · Base,6
Jefferson Rojas,Chrome · Yellow /75,4
Jefferson Rojas,Chrome · Purple /250,3
Jefferson Rojas,Chrome · Green /99,3
Jefferson Rojas,Chrome · Sky Blue /499,2
Jefferson Rojas,Chrome · X-Fractor,2
Jefferson Rojas,Chrome · Fuchsia Reptilian /199,2
Jefferson Rojas,Chrome · Steel Metal /100,2
Jefferson Rojas,Snack-Pack,2
Jesús Made,Base-Paper,10
Jesús Made,Bowman Axis · Base,24
Jesús Made,Bowman In Action,9
Jesús Made,Bowman In Action · Gold /50,2
Jesús Made,Bowman In Action · Green /99,2
Jesús Made,Bowman In Action /75 · Auto,2
Jesús Made,Chrome · Base,12
Jesús Made,Chrome · Refractor,6
Jesús Made,Chrome · Sky Blue /499,2
Jesús Made,Chrome · Aqua Reptilian,2
Jesús Made,Chrome · Gold /50 · Auto,1
Jesús Made,Chrome · Gold /50,1
Jesús Made,Prized Prospects,27
Jhonny Level,Base-Paper,6
Jhonny Level,Chrome · Refractor,15
Jhonny Level,Chrome · Sky Blue /499,8
Jhonny Level,Chrome · Base,7
Jhonny Level,Chrome · Green /99,4
Jhonny Level,Chrome · Fuchsia Reptilian /199,2
Jhonny Level,Chrome · Blue /150,2
Jhonny Level,Chrome · Purple /250,2
Jhonny Level,Chrome · Orange /25,2
Jhonny Level,Chrome · Sparkle,2
Jhonny Level,Chrome · Auto,2
Jhonny Level,Chrome · X-Fractor,1
JJ Wetherholt,Base-Paper,12
JJ Wetherholt,Bowman Axis · Base,44
JJ Wetherholt,Bowman Axis · Green,2
JJ Wetherholt,Bowman In Action,6
JJ Wetherholt,Bowman In Action · Orange /25 · Auto,2
JJ Wetherholt,Bowman In Action · Gold /50,2
JJ Wetherholt,Bowman In Action · Orange /25,2
JJ Wetherholt,Bowman In Action /10,2
JJ Wetherholt,Bowman In Action /75 · Auto,1
JJ Wetherholt,Chrome · Refractor,29
JJ Wetherholt,Chrome · Base,12
JJ Wetherholt,Chrome · Yellow /75,6
JJ Wetherholt,Chrome · Mini Diamond,4
JJ Wetherholt,Chrome · X-Fractor,3
JJ Wetherholt,Chrome · Aqua Reptilian,3
JJ Wetherholt,Chrome · Blue /150,2
JJ Wetherholt,Chrome · Sky Blue /499,2
JJ Wetherholt,Chrome · Aqua /125,2
JJ Wetherholt,Chrome · Green /99,2
JJ Wetherholt,Chrome · Speckle Refractor,2
JJ Wetherholt,Chrome · Purple /250 · Auto,1
JJ Wetherholt,Prized Prospects,26
JJ Wetherholt,Prized Prospects · Green /99,4
JJ Wetherholt,Prized Prospects · Mini Diamond /150,2
JJ Wetherholt,Prized Prospects · Orange /25,2
JJ Wetherholt,Prized Prospects /250,4
Johnny Slawinski,Base-Paper,10
Johnny Slawinski,Chrome · Auto,14
Johnny Slawinski,Chrome · Refractor,8
Johnny Slawinski,Chrome · Sky Blue /499,6
Johnny Slawinski,Chrome · Sky Blue /499 · Auto,5
Johnny Slawinski,Chrome · Yellow /75,4
Johnny Slawinski,Chrome · Blue /150 · Auto,4
Johnny Slawinski,Chrome · Speckle Refractor,4
Johnny Slawinski,Chrome · Base,4
Johnny Slawinski,Chrome · Green /99,3
Johnny Slawinski,Chrome · Blue /150,2
Johnny Slawinski,Chrome · Gold /50,2
Johnny Slawinski,Chrome · Aqua /125,2
Johnny Slawinski,Chrome · Parallel · Auto,2
Johnny Slawinski,Chrome · Aqua /125 · Auto,2
Johnny Slawinski,Chrome · Fuchsia Reptilian /199,2
Johnny Slawinski,Chrome · X-Fractor,1
Johnny Slawinski,Chrome · Green /99 · Auto,1
Johnny Slawinski,Snack-Pack,4
JoJo Parker,Base-Paper,68
JoJo Parker,Bowman Axis · Base,32
JoJo Parker,Bowman Axis · Green,2
JoJo Parker,Bowman Axis · Parallel,1
JoJo Parker,Bowman In Action,11
JoJo Parker,Bowman In Action · Gold /50,3
JoJo Parker,Bowman In Action · Orange /25,2
JoJo Parker,Bowman In Action /150,2
JoJo Parker,Bowman Spotlight,3
JoJo Parker,Bowman Spotlight · Red /5,2
JoJo Parker,Chrome · Blue /150,42
JoJo Parker,Chrome · Base,29
JoJo Parker,Chrome · Refractor,28
JoJo Parker,Chrome · Sky Blue /499,13
JoJo Parker,Chrome · Auto,12
JoJo Parker,Chrome · Sky Blue /499 · Auto,4
JoJo Parker,Chrome · X-Fractor,3
JoJo Parker,Chrome · Aqua /125,3
JoJo Parker,Chrome · Aqua Reptilian,2
JoJo Parker,Chrome · Green /99,2
JoJo Parker,Chrome · Yellow /75 · Auto,2
JoJo Parker,Chrome · Yellow /75,2
JoJo Parker,Chrome · Purple /250,2
JoJo Parker,Chrome · Purple /250 · Auto,2
JoJo Parker,Chrome · Parallel · Auto,2
JoJo Parker,Chrome · Gold /50,2
JoJo Parker,Chrome · Mini Diamond,1
JoJo Parker,Chrome · Green /99 · Auto,1
JoJo Parker,Chrome · Orange /25,1
JoJo Parker,Chrome · Steel Metal /100,1
JoJo Parker,Chrome · Gold /50 · Auto,1
JoJo Parker,Chrome · Fuchsia Reptilian /199 · Auto,1
JoJo Parker,Crystallized,4
JoJo Parker,Etched in Glass,2
JoJo Parker,Final Draft,2
JoJo Parker,Image Variations,7
JoJo Parker,Image Variations · Green · Auto,2
JoJo Parker,Prized Prospects,43
JoJo Parker,Prized Prospects · Orange /25,2
JoJo Parker,Prized Prospects /250,4
Jonny Farmelo,Base-Paper,21
Jonny Farmelo,Base-Paper · Black Border,2
Jonny Farmelo,Chrome · Refractor,113
Jonny Farmelo,Chrome · Sky Blue /499,40
Jonny Farmelo,Chrome · Base,26
Jonny Farmelo,Chrome · Purple /250,18
Jonny Farmelo,Chrome · X-Fractor,15
Jonny Farmelo,Chrome · Fuchsia Reptilian /199,13
Jonny Farmelo,Chrome · Green /99,13
Jonny Farmelo,Chrome · Blue /150,9
Jonny Farmelo,Chrome · Gold /50,8
Jonny Farmelo,Chrome · Sapphire,8
Jonny Farmelo,Chrome · Steel Metal /100,7
Jonny Farmelo,Chrome · Aqua /125,6
Jonny Farmelo,Chrome · Yellow /75,6
Jonny Farmelo,Chrome · Orange /25,4
Jonny Farmelo,Chrome · Speckle Refractor,3
Jonny Farmelo,Chrome · Aqua Reptilian,2
Jonny Farmelo,Chrome · Magenta Printing Plate,2
Jonny Farmelo,Chrome · Logo Refractor /35,2
Jonny Farmelo,Chrome · Sparkle,2
Jonny Farmelo,Sapphire,1
Jonny Farmelo,Snack-Pack,2
Jordan Yost,Base-Paper,30
Jordan Yost,Chrome · Auto,43
Jordan Yost,Chrome · Refractor,31
Jordan Yost,Chrome · Base,18
Jordan Yost,Chrome · Green /99,7
Jordan Yost,Chrome · Purple /250,7
Jordan Yost,Chrome · Blue /150 · Auto,7
Jordan Yost,Chrome · Purple /250 · Auto,6
Jordan Yost,Chrome · Sky Blue /499 · Auto,6
Jordan Yost,Chrome · Sky Blue /499,6
Jordan Yost,Chrome · Blue /150,4
Jordan Yost,Chrome · Aqua /125,4
Jordan Yost,Chrome · Gold /50 · Auto,3
Jordan Yost,Chrome · Yellow /75 · Auto,3
Jordan Yost,Chrome · X-Fractor,3
Jordan Yost,Chrome · Sparkle · Auto,2
Jordan Yost,Chrome · Green /99 · Auto,2
Jordan Yost,Chrome · Black /73 · Auto,2
Jordan Yost,Chrome · Aqua Reptilian,2
Jordan Yost,Chrome · Fuchsia Reptilian /199,2
Jordan Yost,Chrome · Yellow Printing Plate · Auto,2
Jordan Yost,Chrome · Aqua /125 · Auto,2
Joseph Dzierwa,Base-Paper,11
Joseph Dzierwa,Chrome · Refractor,21
Joseph Dzierwa,Chrome · Base,12
Joseph Dzierwa,Chrome · Auto,10
Joseph Dzierwa,Chrome · Blue /150 · Auto,3
Joseph Dzierwa,Chrome · Sky Blue /499 · Auto,2
Joseph Dzierwa,Chrome · Steel Metal /100,2
Joseph Dzierwa,Chrome · Sky Blue /499,2
Joseph Dzierwa,Chrome · Aqua /125 · Auto,2
Joseph Dzierwa,Chrome · Aqua /125,2
Joseph Dzierwa,Chrome · Red /5,2
Joseph Dzierwa,Chrome · Gold /50 · Auto,1
Joseph Dzierwa,Chrome · Purple /250 · Auto,1
Joseph Dzierwa,Chrome · Sparkle /71 · Auto,1
Josh Hammond,Base-Paper,27
Josh Hammond,Bowman In Action,16
Josh Hammond,Bowman In Action /75 · Auto,1
Josh Hammond,Bowman In Action /99 · Auto,1
Josh Hammond,Chrome · Refractor,34
Josh Hammond,Chrome · Auto,25
Josh Hammond,Chrome · Base,24
Josh Hammond,Chrome · Green /99,7
Josh Hammond,Chrome · Sky Blue /499,6
Josh Hammond,Chrome · Aqua /125,4
Josh Hammond,Chrome · Blue /150,4
Josh Hammond,Chrome · Purple /250,4
Josh Hammond,Chrome · Purple /250 · Auto,4
Josh Hammond,Chrome · Steel Metal /100,4
Josh Hammond,Chrome · Aqua /125 · Auto,3
Josh Hammond,Chrome · Sky Blue /499 · Auto,3
Josh Hammond,Chrome · Orange /25,2
Josh Hammond,Chrome · Yellow /75,2
Josh Hammond,Chrome · Orange /25 · Auto,2
Josh Hammond,Chrome · Gold /50,2
Josh Hammond,Chrome · Superfractor,2
Josh Hammond,Chrome · Mini Diamond,2
Josh Hammond,Chrome · Green /99 · Auto,2
Josh Hammond,Chrome · Sparkle,2
Josh Hammond,Chrome · X-Fractor,2
Josh Hammond,Chrome · Fuchsia Reptilian /199,2
Josh Hammond,Chrome · True Black /10 · Auto,2
Josh Hammond,Chrome · Speckle Refractor,1
Josh Hammond,Etched in Glass,5
Josh Owens,Base-Paper,18
Josh Owens,Chrome · Refractor,16
Josh Owens,Chrome · Base,15
Josh Owens,Chrome · Auto,13
Josh Owens,Chrome · X-Fractor,6
Josh Owens,Chrome · Fuchsia Reptilian /199 · Auto,4
Josh Owens,Chrome · Sky Blue /499,4
Josh Owens,Chrome · Green /99,2
Josh Owens,Chrome · Gold /50,2
Josh Owens,Chrome · Sky Blue /499 · Auto,2
Josh Owens,Chrome · Purple /250,2
Josh Owens,Chrome · Blue /150 · Auto,2
Josh Owens,Chrome · Aqua Reptilian,2
Josh Owens,Chrome · Yellow /75 · Auto,2
Josh Owens,Chrome · Yellow /75,1
Josh Owens,Chrome · Blue /150,1
Josh Owens,Chrome · Steel Metal /100,1
Joshua Flores,Base-Paper,16
Joshua Flores,Chrome · Base,6
Joshua Flores,Chrome · Refractor,6
Joshua Flores,Chrome · Sky Blue /499,4
Joshua Flores,Chrome · Blue /150,2
Joshua Flores,Chrome · Logo Refractor /35,2
Joshua Kuroda-Grauer,Base-Paper,4
Joshua Kuroda-Grauer,Chrome · Refractor,26
Joshua Kuroda-Grauer,Chrome · Base,12
Joshua Kuroda-Grauer,Chrome · Sky Blue /499,8
Joshua Kuroda-Grauer,Chrome · X-Fractor,4
Joshua Kuroda-Grauer,Chrome · Purple /250,4
Joshua Kuroda-Grauer,Chrome · Gold /50,2
Joshua Kuroda-Grauer,Chrome · Blue /150,2
Joshua Kuroda-Grauer,Chrome · Green /99,2
Joshua Kuroda-Grauer,Chrome · Aqua Reptilian,2
Josiah Hartshorn,Base-Paper,20
Josiah Hartshorn,Chrome · Refractor,25
Josiah Hartshorn,Chrome · Auto,17
Josiah Hartshorn,Chrome · Base,15
Josiah Hartshorn,Chrome · Sky Blue /499,8
Josiah Hartshorn,Chrome · X-Fractor,5
Josiah Hartshorn,Chrome · Purple /250,4
Josiah Hartshorn,Chrome · Purple /250 · Auto,3
Josiah Hartshorn,Chrome · Gold /50 · Auto,3
Josiah Hartshorn,Chrome · Sky Blue /499 · Auto,2
Josiah Hartshorn,Chrome · Fuchsia Reptilian /199,2
Josiah Hartshorn,Chrome · Red /5 · Auto,2
Josiah Hartshorn,Chrome · Yellow /75 · Auto,2
Josiah Hartshorn,Chrome · Steel Metal /100,1
Josiah Hartshorn,Chrome · Blue /150 · Auto,1
Josiah Hartshorn,Chrome · Aqua /125,1
Josuar Gonzalez,Base-Paper,10
Josuar Gonzalez,Bowman Axis · Base,38
Josuar Gonzalez,Bowman Axis · Gold,3
Josuar Gonzalez,Bowman Axis · Orange,2
Josuar Gonzalez,Bowman Axis · Mini Diamond,2
Josuar Gonzalez,Chrome · Refractor,21
Josuar Gonzalez,Chrome · Base,15
Josuar Gonzalez,Chrome · Blue /150,6
Josuar Gonzalez,Chrome · Sky Blue /499,6
Josuar Gonzalez,Chrome · X-Fractor,6
Josuar Gonzalez,Chrome · Green /99,4
Josuar Gonzalez,Chrome · Gold /50,4
Josuar Gonzalez,Chrome · Purple /250,4
Josuar Gonzalez,Chrome · Yellow /75,4
Josuar Gonzalez,Chrome · Aqua /125,4
Josuar Gonzalez,Chrome · Purple /250 · Auto,2
Josuar Gonzalez,Chrome · Green /99 · Auto,2
Josuar Gonzalez,Chrome · Logo Refractor /35,1
Josuar Gonzalez,Final Draft,4
Josuar Gonzalez,Final Draft · Red /5,2
Josue Briceño,Base-Paper,4
Josue Briceño,Chrome · Refractor,10
Josue Briceño,Chrome · Base,2
Josue De Paula,Final Draft,3
Joswa Lugo,Base-Paper,8
Joswa Lugo,Chrome · Refractor,25
Joswa Lugo,Chrome · Base,9
Joswa Lugo,Chrome · Green /99,8
Joswa Lugo,Chrome · Yellow /75,4
Joswa Lugo,Chrome · Blue /150,2
Joswa Lugo,Chrome · Blue /150 · Auto,2
Joswa Lugo,Chrome · Logo Refractor /35,1
JR Ritchie,Base-Paper,12
JR Ritchie,Chrome · Refractor,13
JR Ritchie,Chrome · Base,5
JR Ritchie,Chrome · Aqua Reptilian,2
JT Quinn,Base-Paper,10
JT Quinn,Chrome · Auto,28
JT Quinn,Chrome · Refractor,27
JT Quinn,Chrome · Base,20
JT Quinn,Chrome · Sky Blue /499 · Auto,10
JT Quinn,Chrome · Blue /150 · Auto,7
JT Quinn,Chrome · X-Fractor,6
JT Quinn,Chrome · Green /99,4
JT Quinn,Chrome · Gold /50 · Auto,4
JT Quinn,Chrome · Sky Blue /499,4
JT Quinn,Chrome · Purple /250 · Auto,4
JT Quinn,Chrome · Sparkle,2
JT Quinn,Chrome · Purple /250,2
JT Quinn,Chrome · Aqua Reptilian,2
JT Quinn,Chrome · Gold /50,2
JT Quinn,Chrome · Fuchsia Reptilian /199,2
JT Quinn,Chrome · Logo Refractor /35,2
JT Quinn,Chrome · Speckle Refractor,1
JT Quinn,Chrome · Yellow /75,1
Justin Lamkin,Base-Paper,14
Justin Lamkin,Chrome · Refractor,16
Justin Lamkin,Chrome · Base,16
Justin Lamkin,Chrome · Auto,14
Justin Lamkin,Chrome · Green /99 · Auto,6
Justin Lamkin,Chrome · Sky Blue /499,5
Justin Lamkin,Chrome · X-Fractor,4
