player,card_type,listing_count
Matthew Miura,Chrome · Green /99 · Auto,2
Matthew Miura,Chrome · Black /73 · Auto,2
Matthew Miura,Chrome · Aqua /125 · Auto,2
Matthew Miura,Chrome · X-Fractor · Auto,2
Matthew Miura,Chrome · Sky Blue /499 · Auto,2
Matthew Miura,Chrome · X-Fractor,1
Matthew Miura,Chrome · Parallel · Auto,1
Matthew Miura,Snack-Pack,2
Max Belyeu,Base-Paper,16
Max Belyeu,Chrome · Refractor,32
Max Belyeu,Chrome · Auto,30
Max Belyeu,Chrome · Blue /150 · Auto,12
Max Belyeu,Chrome · Base,12
Max Belyeu,Chrome · Sky Blue /499,12
Max Belyeu,Chrome · Aqua /125,4
Max Belyeu,Chrome · Purple /250 · Auto,4
Max Belyeu,Chrome · Green /99,3
Max Belyeu,Chrome · Gold /50 · Auto,3
Max Belyeu,Chrome · Fuchsia Reptilian /199,2
Max Belyeu,Chrome · X-Fractor,2
Max Belyeu,Chrome · Sparkle,2
Max Belyeu,Chrome · Sky Blue /499 · Auto,2
Max Belyeu,Chrome · Mini Diamond,2
Max Belyeu,Chrome · Yellow /75,2
Max Belyeu,Chrome · Blue /150,1
Max Clark,Base-Paper,14
Max Clark,Chrome · Refractor,26
Max Clark,Chrome · Base,16
Max Clark,Chrome · Sky Blue /499,10
Max Clark,Chrome · Gold /50,5
Max Clark,Chrome · Purple /250,4
Max Clark,Chrome · Green /99,4
Max Clark,Crystallized,5
Max Williams,Base-Paper,18
Max Williams,Chrome · Auto,20
Max Williams,Chrome · Refractor,15
Max Williams,Chrome · Base,12
Max Williams,Chrome · Sky Blue /499 · Auto,10
Max Williams,Chrome · Sky Blue /499,8
Max Williams,Chrome · X-Fractor,7
Max Williams,Chrome · Fuchsia Reptilian /199,6
Max Williams,Chrome · Green /99,4
Max Williams,Chrome · Blue /150 · Auto,4
Max Williams,Chrome · Gold /50 · Auto,2
Max Williams,Chrome · Speckle Refractor · Auto,2
Max Williams,Chrome · Purple /250 · Auto,2
Max Williams,Chrome · Aqua Reptilian,2
Max Williams,Chrome · Fuchsia Reptilian /199 · Auto,2
Max Williams,Chrome · Aqua /125 · Auto,2
Max Williams,Chrome · X-Fractor · Auto,2
Max Williams,Chrome · Blue /150,2
Max Williams,Chrome · Aqua /125,1
Max Williams,Chrome · Black /73 · Auto,1
Max Williams,Chrome · Sparkle,1
Michael Lombardi,Base-Paper,13
Michael Lombardi,Chrome · Refractor,16
Michael Lombardi,Chrome · Blue /150 · Auto,10
Michael Lombardi,Chrome · Auto,10
Michael Lombardi,Chrome · Base,7
Michael Lombardi,Chrome · Purple /250 · Auto,5
Michael Lombardi,Chrome · Gold /50,4
Michael Lombardi,Chrome · Aqua /125 · Auto,4
Michael Lombardi,Chrome · X-Fractor,4
Michael Lombardi,Chrome · Blue /150,2
Michael Lombardi,Chrome · Green /99,2
Michael Lombardi,Chrome · True Black /10,2
Michael Lombardi,Chrome · Aqua Reptilian,2
Michael Lombardi,Chrome · Red /5,2
Michael Lombardi,Chrome · Gold /50 · Auto,2
Michael Lombardi,Chrome · Yellow /75 · Auto,2
Michael Lombardi,Chrome · Sky Blue /499 · Auto,2
Michael Lombardi,Chrome · Fuchsia Reptilian /199 · Auto,2
Michael Lombardi,Chrome · Sky Blue /499,1
Michael Lombardi,Chrome · Speckle Refractor · Auto,1
Michael Lombardi,Snack-Pack,2
Michael Oliveto,Base-Paper,4
Michael Oliveto,Chrome · Auto,67
Michael Oliveto,Chrome · Refractor,16
Michael Oliveto,Chrome · Base,14
Michael Oliveto,Chrome · Blue /150 · Auto,11
Michael Oliveto,Chrome · Sky Blue /499 · Auto,10
Michael Oliveto,Chrome · Aqua /125,4
Michael Oliveto,Chrome · Blue /150,2
Michael Oliveto,Chrome · Aqua /125 · Auto,2
Michael Oliveto,Chrome · Yellow /75,2
Michael Oliveto,Chrome · Gold /50,2
Michael Oliveto,Chrome · Purple /250 · Auto,2
Michael Oliveto,Chrome · Sparkle · Auto,2
Michael Oliveto,Chrome · X-Fractor,2
Michael Oliveto,Chrome · Green /99 · Auto,2
Michael Oliveto,Chrome · Parallel · Auto,2
Michael Oliveto,Chrome · Sky Blue /499,1
Michael Oliveto,Chrome · Fuchsia Reptilian /199,1
Michael Oliveto,Chrome · Green /99,1
Michael Oliveto,Chrome · Gold /50 · Auto,1
Michael Oliveto,Snack-Pack,2
Michael Salina,Base-Paper,12
Michael Salina,Chrome · Sky Blue /499,12
Michael Salina,Chrome · Refractor,12
Michael Salina,Chrome · Base,12
Michael Salina,Chrome · Green /99,7
Michael Salina,Chrome · Fuchsia Reptilian /199,4
Michael Salina,Chrome · Logo Refractor /35,4
Michael Salina,Chrome · Steel Metal /100,2
Michael Salina,Chrome · Red /5,2
Michael Salina,Chrome · Yellow /75,2
Michael Salina,Chrome · Gold /50,1
Miguel Sime Jr.,Base-Paper,12
Miguel Sime Jr.,Chrome · Base,24
Miguel Sime Jr.,Chrome · Auto,22
Miguel Sime Jr.,Chrome · Refractor,15
Miguel Sime Jr.,Chrome · Blue /150 · Auto,8
Miguel Sime Jr.,Chrome · Aqua /125 · Auto,6
Miguel Sime Jr.,Chrome · Gold /50 · Auto,6
Miguel Sime Jr.,Chrome · Purple /250,5
Miguel Sime Jr.,Chrome · Green /99,5
Miguel Sime Jr.,Chrome · Speckle Refractor · Auto,5
Miguel Sime Jr.,Chrome · X-Fractor,4
Miguel Sime Jr.,Chrome · Fuchsia Reptilian /199 · Auto,4
Miguel Sime Jr.,Chrome · X-Fractor · Auto,4
Miguel Sime Jr.,Chrome · Green /99 · Auto,3
Miguel Sime Jr.,Chrome · Aqua /125,2
Miguel Sime Jr.,Chrome · Sky Blue /499,2
Miguel Sime Jr.,Chrome · Superfractor,2
Miguel Sime Jr.,Chrome · Sky Blue /499 · Auto,2
Miguel Sime Jr.,Chrome · Wave · Auto,1
Miguel Sime Jr.,Chrome · Blue /150,1
Mike Sirota,Base-Paper,10
Mike Sirota,Chrome · Refractor,23
Mike Sirota,Chrome · Base,8
Mike Sirota,Chrome · Sky Blue /499,6
Mike Sirota,Chrome · Fuchsia Reptilian /199,5
Mike Sirota,Chrome · Green /99,4
Mike Sirota,Chrome · Blue /150,2
Mike Sirota,Chrome · Orange /25,2
Mike Sirota,Chrome · Purple /250,2
Mike Sirota,Chrome · Gold /50,1
Mike Sirota,Chrome · Yellow /75,1
Mitch Voit,Base-Paper,34
Mitch Voit,Bowman Draft Night,46
Mitch Voit,Bowman Draft Night · Gold /50,2
Mitch Voit,Bowman Draft Night · Red /5,1
Mitch Voit,Chrome · Auto,40
Mitch Voit,Chrome · Refractor,27
Mitch Voit,Chrome · Base,19
Mitch Voit,Chrome · Sky Blue /499 · Auto,10
Mitch Voit,Chrome · Green /99,8
Mitch Voit,Chrome · X-Fractor,6
Mitch Voit,Chrome · Sky Blue /499,5
Mitch Voit,Chrome · Speckle Refractor,4
Mitch Voit,Chrome · Yellow /75 · Auto,4
Mitch Voit,Chrome · Yellow /75,4
Mitch Voit,Chrome · Aqua /125,3
Mitch Voit,Chrome · Fuchsia Reptilian /199,2
Mitch Voit,Chrome · Blue /150 · Auto,2
Mitch Voit,Chrome · Parallel · Auto,2
Mitch Voit,Chrome · Blue /150,2
Mitch Voit,Chrome · Purple /250,1
Mitch Voit,Chrome · Orange /25,1
Mitch Voit,Prized Prospects,40
Mitch Voit,Prized Prospects · Green /99,2
Mitch Voit,Prized Prospects · Sparkle /150,2
Mitch Voit,Snack-Pack,2
Murf Gray,Base-Paper,10
Murf Gray,Chrome · Refractor,16
Murf Gray,Chrome · Auto,14
Murf Gray,Chrome · Base,13
Murf Gray,Chrome · Aqua /125 · Auto,6
Murf Gray,Chrome · Orange /25 · Auto,4
Murf Gray,Chrome · Purple /250 · Auto,3
Murf Gray,Chrome · Yellow /75 · Auto,2
Murf Gray,Chrome · Sky Blue /499 · Auto,2
Murf Gray,Chrome · Gold /50,2
Murf Gray,Chrome · Parallel · Auto,2
Murf Gray,Chrome · Green /99 · Auto,2
Murf Gray,Chrome · Sky Blue /499,1
Murf Gray,Chrome /10 · Auto,2
Nate George,Base-Paper,6
Nate George,Chrome · Refractor,9
Nate George,Chrome · Base,7
Nate George,Chrome · Blue /150,6
Nate George,Chrome · Green /99,4
Nate George,Chrome · Purple /250,2
Nate George,Chrome · Gold /50,1
Nate Snead,Base-Paper,8
Nate Snead,Chrome · Refractor,23
Nate Snead,Chrome · Auto,16
Nate Snead,Chrome · Purple /250 · Auto,4
Nate Snead,Chrome · Blue /150 · Auto,4
Nate Snead,Chrome · Purple /250,4
Nate Snead,Chrome · Base,4
Nate Snead,Chrome · Sky Blue /499 · Auto,3
Nate Snead,Chrome · Aqua /125,2
Nate Snead,Chrome · Gold /50,2
Nate Snead,Chrome · Sky Blue /499,2
Nate Snead,Chrome · Blue /150,2
Nate Snead,Chrome · Parallel · Auto,2
Nate Snead,Chrome · Fuchsia Reptilian /199,2
Nate Snead,Chrome · Mini Diamond /71 · Auto,2
Nate Snead,Chrome · Aqua /125 · Auto,2
Nate Snead,Chrome · Black /73 · Auto,2
Nate Snead,Chrome · Gold /50 · Auto,1
Nate Snead,Chrome · Yellow /75 · Auto,1
Nate Snead,Chrome · Orange /25,1
Nate Snead,Chrome · True Black /10 · Auto,1
Nick Becker,Base-Paper,35
Nick Becker,Chrome · Auto,48
Nick Becker,Chrome · Refractor,46
Nick Becker,Chrome · Base,20
Nick Becker,Chrome · Sky Blue /499,13
Nick Becker,Chrome · Sky Blue /499 · Auto,11
Nick Becker,Chrome · Blue /150 · Auto,10
Nick Becker,Chrome · Purple /250 · Auto,6
Nick Becker,Chrome · Green /99,5
Nick Becker,Chrome · Yellow /75,4
Nick Becker,Chrome · Aqua /125,4
Nick Becker,Chrome · True Black /10,3
Nick Becker,Chrome · Aqua /125 · Auto,3
Nick Becker,Chrome · Blue /150,3
Nick Becker,Chrome · Gold /50,2
Nick Becker,Chrome · X-Fractor · Auto,2
Nick Becker,Chrome · Parallel · Auto,2
Nick Becker,Chrome · Green /99 · Auto,2
Nick Becker,Chrome · Gold /50 · Auto,2
Nick Becker,Chrome · Red /5,1
Nick Becker,Chrome · Speckle Refractor · Auto,1
Nick Becker,Chrome · Orange /25 · Auto,1
Nick Becker,Chrome · Yellow /75 · Auto,1
Nick Becker,Chrome · Steel Metal /100,1
Nick Becker,Chrome · Purple /250,1
Nick Becker,Chrome · Logo Refractor /35,1
Nick Becker,Chrome · X-Fractor,1
Nick Becker,Chrome · Fuchsia Reptilian /199,1
Nick Becker,Snack-Pack,5
Nolan Sailors,Base-Paper,10
Nolan Sailors,Chrome · Auto,15
Nolan Sailors,Chrome · Base,9
Nolan Sailors,Chrome · Sky Blue /499 · Auto,8
Nolan Sailors,Chrome · Refractor,7
Nolan Sailors,Chrome · Blue /150 · Auto,3
Nolan Sailors,Chrome · Fuchsia Reptilian /199 · Auto,2
Nolan Sailors,Chrome · Blue /150,1
Nolan Sailors,Chrome · X-Fractor,1
Nolan Sailors,Chrome · Purple /250 · Auto,1
Nolan Schubart,Base-Paper,18
Nolan Schubart,Chrome · Refractor,18
Nolan Schubart,Chrome · Base,12
Nolan Schubart,Chrome · Purple /250 · Auto,8
Nolan Schubart,Chrome · Green /99 · Auto,6
Nolan Schubart,Chrome · Blue /150 · Auto,6
Nolan Schubart,Chrome · Auto,5
Nolan Schubart,Chrome · Fuchsia Reptilian /199,4
Nolan Schubart,Chrome · Green /99,4
Nolan Schubart,Chrome · Gold /50 · Auto,4
Nolan Schubart,Chrome · Purple /250,4
Nolan Schubart,Chrome · Aqua Reptilian,3
Nolan Schubart,Chrome · True Black /10 · Auto,3
Nolan Schubart,Chrome · X-Fractor · Auto,2
Nolan Schubart,Chrome · Sky Blue /499 · Auto,2
Nolan Schubart,Chrome · Yellow /75 · Auto,2
Nolan Schubart,Chrome · X-Fractor,2
Nolan Schubart,Chrome · Blue /150,1
Nolan Schubart,Chrome · Sky Blue /499,1
Nolan Schubart,Chrome · Black Printing Plate,1
Nolan Schubart,Snack-Pack,2
Patrick Forbes,Base-Paper,26
Patrick Forbes,Chrome · Auto,37
Patrick Forbes,Chrome · Refractor,31
Patrick Forbes,Chrome · Base,14
Patrick Forbes,Chrome · Blue /150 · Auto,8
Patrick Forbes,Chrome · Yellow /75,6
Patrick Forbes,Chrome · Sky Blue /499,5
Patrick Forbes,Chrome · Green /99,5
Patrick Forbes,Chrome · X-Fractor,4
Patrick Forbes,Chrome · Speckle Refractor · Auto,4
Patrick Forbes,Chrome · Sky Blue /499 · Auto,3
Patrick Forbes,Chrome · Green /99 · Auto,2
Patrick Forbes,Chrome · Logo Refractor /35,2
Patrick Forbes,Chrome · Red /5 · Auto,2
Patrick Forbes,Chrome · Yellow /75 · Auto,2
Patrick Forbes,Chrome · Red /5,2
Patrick Forbes,Chrome · Steel Metal /100,2
Patrick Forbes,Chrome · Gold /50,1
Patrick Forbes,Snack-Pack,4
Peter Kussow,Base-Paper,17
Peter Kussow,Chrome · Refractor,16
Peter Kussow,Chrome · Base,12
Peter Kussow,Chrome · Auto,11
Peter Kussow,Chrome · Green /99,7
Peter Kussow,Chrome · Blue /150 · Auto,5
Peter Kussow,Chrome · Sky Blue /499,4
Peter Kussow,Chrome · Sky Blue /499 · Auto,4
Peter Kussow,Chrome · Fuchsia Reptilian /199,4
Peter Kussow,Chrome · Yellow /75,4
Peter Kussow,Chrome · Yellow /75 · Auto,3
Peter Kussow,Chrome · Fuchsia Reptilian /199 · Auto,3
Peter Kussow,Chrome · Black /73,2
Peter Kussow,Chrome · X-Fractor,2
Peter Kussow,Chrome · Purple /250 · Auto,2
Peter Kussow,Chrome · Parallel,2
Peter Kussow,Chrome · Gold /50 · Auto,2
Peter Kussow,Chrome · Aqua /125,2
Peter Kussow,Chrome · Purple /250,1
Peter Kussow,Chrome · Aqua /125 · Auto,1
Peter Kussow,Chrome · Green /99 · Auto,1
Peter Kussow,Chrome · Printing Plate · Auto,1
Pico Kohn,Base-Paper,10
Pico Kohn,Chrome · Refractor,25
Pico Kohn,Chrome · Base,14
Pico Kohn,Chrome · Auto,12
Pico Kohn,Chrome · Blue /150 · Auto,12
Pico Kohn,Chrome · Sky Blue /499 · Auto,8
Pico Kohn,Chrome · Purple /250 · Auto,6
Pico Kohn,Chrome · Sky Blue /499,5
Pico Kohn,Chrome · Aqua Reptilian,4
Pico Kohn,Chrome · X-Fractor · Auto,4
Pico Kohn,Chrome · Yellow /75,3
Pico Kohn,Chrome · Green /99 · Auto,2
Pico Kohn,Chrome · Red /5 · Auto,2
Pico Kohn,Chrome · Purple /250,2
Pico Kohn,Chrome · Fuchsia Reptilian /199 · Auto,2
Pico Kohn,Chrome · Yellow /75 · Auto,2
Pico Kohn,Chrome · Green /99,2
Pico Kohn,Chrome · Steel Metal /100,2
Pico Kohn,Chrome · Black /73,1
Pico Kohn,Chrome · Gold /50,1
Pico Kohn,Chrome · Gold /50 · Auto,1
Quentin Young,Base-Paper,25
Quentin Young,Bowman Axis · Base,45
Quentin Young,Bowman Axis · Orange,2
Quentin Young,Bowman Axis · Parallel,2
Quentin Young,Chrome · Auto,40
Quentin Young,Chrome · Refractor,15
Quentin Young,Chrome · Purple /250,6
Quentin Young,Chrome · X-Fractor,6
Quentin Young,Chrome · Green /99,6
Quentin Young,Chrome · Sky Blue /499 · Auto,4
Quentin Young,Chrome · Yellow /75 · Auto,3
Quentin Young,Chrome · Aqua /125,3
Quentin Young,Chrome · True Black /10 · Auto,2
Quentin Young,Chrome · Base,2
Quentin Young,Chrome · Sky Blue /499,2
Quentin Young,Chrome · Blue /150 · Auto,2
Quentin Young,Chrome · Aqua /125 · Auto,2
Quentin Young,Chrome · Purple /250 · Auto,2
Quentin Young,Chrome · Steel Metal /100,1
Quentin Young,Chrome · Sparkle · Auto,1
Quentin Young,Chrome · Fuchsia Reptilian /199 · Auto,1
Quentin Young,Snack-Pack,3
Rainiel Rodriguez,Base-Paper,2
Rainiel Rodriguez,Chrome · Refractor,15
Rainiel Rodriguez,Chrome · Base,7
Rainiel Rodriguez,Chrome · Purple /250,5
Rainiel Rodriguez,Chrome · Sky Blue /499,2
Rainiel Rodriguez,Chrome · True Black /10,2
Rainiel Rodriguez,Chrome · Blue /150,2
Riley Kelly,Base-Paper,16
Riley Kelly,Chrome · Auto,29
Riley Kelly,Chrome · Base,14
Riley Kelly,Chrome · Refractor,13
Riley Kelly,Chrome · Sky Blue /499,9
Riley Kelly,Chrome · X-Fractor,8
Riley Kelly,Chrome · Gold /50 · Auto,6
Riley Kelly,Chrome · Orange /25 · Auto,4
Riley Kelly,Chrome · Aqua /125,4
Riley Kelly,Chrome · Orange /25,2
Riley Kelly,Chrome · Purple /250,2
Riley Kelly,Chrome · Aqua Reptilian,2
Riley Kelly,Chrome · Sparkle · Auto,2
Riley Kelly,Chrome · Fuchsia Reptilian /199,2
Riley Kelly,Chrome · Green /99,2
Riley Kelly,Chrome · Superfractor · Auto,2
Riley Kelly,Chrome · Blue /150 · Auto,2
Riley Kelly,Chrome · Aqua /125 · Auto,1
Riley Kelly,Snack-Pack,2
Riley Quick,Base-Paper,22
Riley Quick,Chrome · Refractor,23
Riley Quick,Chrome · Base,17
Riley Quick,Chrome · Auto,16
Riley Quick,Chrome · Blue /150 · Auto,7
Riley Quick,Chrome · Green /99 · Auto,5
Riley Quick,Chrome · Sky Blue /499,5
Riley Quick,Chrome · Fuchsia Reptilian /199 · Auto,4
Riley Quick,Chrome · Purple /250 · Auto,3
Riley Quick,Chrome · Gold /50,2
Riley Quick,Chrome · Green /99,2
Riley Quick,Chrome · Gold /50 · Auto,2
Riley Quick,Chrome · Yellow /75,2
Riley Quick,Chrome · Steel Metal /100,2
Riley Quick,Chrome · Aqua /125,2
Riley Quick,Chrome · Sparkle,2
Riley Quick,Chrome · Sky Blue /499 · Auto,1
Riley Quick,Chrome · Yellow /75 · Auto,1
Riley Quick,Chrome · True Black /10 · Auto,1
Riley Quick,Snack-Pack,7
Roc Riggio,Base-Paper,8
Roc Riggio,Chrome · Refractor,22
Roc Riggio,Chrome · Purple /250,8
Roc Riggio,Chrome · Base,8
Roc Riggio,Chrome · Sky Blue /499,7
Roc Riggio,Chrome · Yellow /75,6
Roc Riggio,Chrome · Blue /150,2
Roc Riggio,Chrome · Gold /50,2
Roc Riggio,Chrome · Steel Metal /100,2
Roc Riggio,Chrome · X-Fractor,2
Roc Riggio,Chrome · Green /99,1
Ryan Mitchell,Base-Paper,24
Ryan Mitchell,Chrome · Base,23
Ryan Mitchell,Chrome · Refractor,15
Ryan Mitchell,Chrome · Auto,13
Ryan Mitchell,Chrome · Sky Blue /499 · Auto,10
Ryan Mitchell,Chrome · X-Fractor,8
Ryan Mitchell,Chrome · Sky Blue /499,5
Ryan Mitchell,Chrome · Blue /150,4
Ryan Mitchell,Chrome · Fuchsia Reptilian /199 · Auto,4
Ryan Mitchell,Chrome · Aqua /125,3
Ryan Mitchell,Chrome · Fuchsia Reptilian /199,3
Ryan Mitchell,Chrome · Gold /50,2
Ryan Mitchell,Chrome · Aqua /125 · Auto,2
Ryan Mitchell,Chrome · Orange /25,2
Ryan Mitchell,Chrome · Yellow /75 · Auto,2
Ryan Mitchell,Chrome · Purple /250 · Auto,2
Ryan Mitchell,Chrome · Gold /50 · Auto,2
Ryan Mitchell,Chrome · Logo Refractor /35,2
Ryan Mitchell,Chrome · Green /99,1
Ryan Mitchell,Chrome · Red /5 · Auto,1
Ryan Mitchell,Chrome · Green /99 · Auto,1
Ryan Mitchell,Chrome · Mini Diamond,1
Ryan Sloan,Base-Paper,8
Ryan Sloan,Chrome · Refractor,17
Ryan Sloan,Chrome · Sky Blue /499,11
Ryan Sloan,Chrome · Fuchsia Reptilian /199,2
Ryan Sloan,Chrome · X-Fractor,2
Ryan Sloan,Chrome · Blue /150,2
Ryan Sloan,Chrome · Steel Metal /100,2
Ryan Waldschmidt,Base-Paper,10
Ryan Waldschmidt,Chrome · Refractor,24
Ryan Waldschmidt,Chrome · Sky Blue /499,6
Ryan Waldschmidt,Chrome · Base,4
Ryan Waldschmidt,Chrome · Blue /150,4
Ryan Waldschmidt,Chrome · Steel Metal /100,4
Ryan Waldschmidt,Chrome · X-Fractor,3
Ryan Waldschmidt,Chrome · Fuchsia Reptilian /199,2
Ryan Waldschmidt,Chrome · Red /5,2
Ryan Waldschmidt,Chrome · Black /73,2
Ryan Waldschmidt,Chrome · Mini Diamond,2
Ryan Waldschmidt,Chrome · Yellow /75,1
Ryan Waldschmidt,Snack-Pack,4
Ryan Wideman,Base-Paper,13
Ryan Wideman,Chrome · Base,18
Ryan Wideman,Chrome · Auto,11
Ryan Wideman,Chrome · Refractor,4
Ryan Wideman,Chrome · Purple /250,2
Ryan Wideman,Chrome · Gold /50,2
Ryan Wideman,Chrome · Steel Metal /100,2
Ryan Wideman,Chrome · Blue /150 · Auto,2
Ryan Wideman,Chrome · Purple /250 · Auto,1
Ryan Wideman,Chrome · Sky Blue /499 · Auto,1
Ryan Wideman,Chrome · Gold /50 · Auto,1
Sammy Stafura,Base-Paper,10
Sammy Stafura,Chrome · Refractor,18
Sammy Stafura,Chrome · Sky Blue /499,11
Sammy Stafura,Chrome · Base,8
Sammy Stafura,Chrome · Blue /150,2
Sammy Stafura,Chrome · Sky Blue /499 · Auto,2
Sammy Stafura,Chrome · Purple /250,1
Sammy Stafura,Chrome · Yellow /75,1
Sean Episcope,Base-Paper,20
Sean Episcope,Chrome · Refractor,26
Sean Episcope,Chrome · Base,8
Sean Episcope,Chrome · Green /99,6
Sean Episcope,Chrome · Gold /50,4
Sean Episcope,Chrome · X-Fractor,4
Sean Episcope,Chrome · Steel Metal /100,2
Sean Episcope,Snack-Pack,2
Sean Gamble,Base-Paper,36
Sean Gamble,Chrome · Refractor,27
Sean Gamble,Chrome · Base,22
Sean Gamble,Chrome · Auto,17
Sean Gamble,Chrome · Green /99,4
Sean Gamble,Chrome · Blue /150 · Auto,3
Sean Gamble,Chrome · Sky Blue /499 · Auto,3
Sean Gamble,Chrome · Gold /50 · Auto,3
Sean Gamble,Chrome · Sky Blue /499,2
Sean Gamble,Chrome · Yellow /75,2
Sean Gamble,Chrome · Red /5,2
Sean Gamble,Chrome · Green /99 · Auto,2
Sean Gamble,Chrome · Yellow /75 · Auto,2
Sean Gamble,Chrome · Parallel · Auto,2
Sean Gamble,Chrome · Aqua /125 · Auto,2
Sean Gamble,Chrome · Purple /250,1
Sean Gamble,Chrome · Fuchsia Reptilian /199 · Auto,1
Sean Gamble,Chrome · Fuchsia Reptilian /199,1
Sean Gamble,Chrome · Blue /150,1
Sean Youngerman,Base-Paper,26
Sean Youngerman,Chrome · Refractor,45
Sean Youngerman,Chrome · Base,17
Sean Youngerman,Chrome · X-Fractor,14
Sean Youngerman,Chrome · Aqua /125,8
Sean Youngerman,Chrome · Purple /250,8
Sean Youngerman,Chrome · Green /99,5
Sean Youngerman,Chrome · Blue /150,5
Sean Youngerman,Chrome · Sky Blue /499,5
Sean Youngerman,Chrome · Steel Metal /100,3
Sean Youngerman,Chrome · Gold /50,1
Sean Youngerman,Chrome · Sparkle,1
Sean Youngerman,Chrome · Speckle Refractor,1
Sean Youngerman,Chrome · Fuchsia Reptilian /199,1
Sean Youngerman,Snack-Pack,3
Sebastian Walcott,Base-Paper,12
Sebastian Walcott,Chrome · Refractor,34
Sebastian Walcott,Chrome · Base,12
Sebastian Walcott,Chrome · Aqua /125,6
Sebastian Walcott,Chrome · Sky Blue /499,3
Sebastian Walcott,Chrome · X-Fractor,2
Sebastian Walcott,Chrome · Fuchsia Reptilian /199,2
Sebastian Walcott,Chrome · Green /99,2
Sebastian Walcott,Crystallized · Orange /25,3
Sebastian Walcott,Crystallized,2
Sebastian Walcott,Crystallized · Gold /50,2
Sebastian Walcott,Final Draft,2
Sebastian Walcott,Snack-Pack,2
Seth Hernandez,Base-Paper,72
Seth Hernandez,Bowman Draft Night,24
Seth Hernandez,Bowman Draft Night · Superfractor /1 · Auto,2
Seth Hernandez,Bowman Draft Night /150,2
Seth Hernandez,Bowman Draft Night /250,1
Seth Hernandez,Bowman Draft Night /99 · Auto,3
Seth Hernandez,Bowman In Action,20
Seth Hernandez,Bowman In Action · Gold /50,2
Seth Hernandez,Bowman In Action · Mini Diamond /150,2
Seth Hernandez,Bowman In Action · Green /99,2
Seth Hernandez,Bowman Spotlight,3
Seth Hernandez,Chrome · Base,41
Seth Hernandez,Chrome · Refractor,32
Seth Hernandez,Chrome · Auto,22
Seth Hernandez,Chrome · Sky Blue /499 · Auto,11
Seth Hernandez,Chrome · Sky Blue /499,9
Seth Hernandez,Chrome · Green /99 · Auto,7
Seth Hernandez,Chrome · Green /99,6
Seth Hernandez,Chrome · Blue /150,6
Seth Hernandez,Chrome · Aqua Reptilian,6
Seth Hernandez,Chrome · Yellow /75 · Auto,5
Seth Hernandez,Chrome · Gold /50 · Auto,4
Seth Hernandez,Chrome · Aqua /125,4
Seth Hernandez,Chrome · Blue /150 · Auto,4
Seth Hernandez,Chrome · Yellow /75,3
Seth Hernandez,Chrome · Purple /250 · Auto,3
Seth Hernandez,Chrome · Steel Metal /100,3
Seth Hernandez,Chrome · Gold /50,3
Seth Hernandez,Chrome · Orange /25 · Auto,3
Seth Hernandez,Chrome · Parallel · Auto,3
Seth Hernandez,Chrome · X-Fractor,2
Seth Hernandez,Chrome · Sparkle,2
Seth Hernandez,Chrome · Purple /250,2
Seth Hernandez,Chrome · X-Fractor · Auto,2
Seth Hernandez,Chrome · Aqua /125 · Auto,2
Seth Hernandez,Chrome · Fuchsia Reptilian /199 · Auto,1
Seth Hernandez,Chrome · Black Printing Plate · Auto,1
Seth Hernandez,Crystallized,2
Seth Hernandez,Crystallized · Red /5,1
Seth Hernandez,Crystallized · Orange /25,1
Seth Hernandez,Etched in Glass,2
Seth Hernandez,Final Draft,5
Seth Hernandez,Image Variations,5
Seth Hernandez,Image Variations · Auto,1
Seth Hernandez,Snack-Pack,2
Shotaro Morii,Base-Paper,27
Shotaro Morii,Bowman Axis · Base,51
Shotaro Morii,Bowman Axis · Parallel,2
Shotaro Morii,Bowman Axis · Gold,1
Shotaro Morii,Chrome · Refractor,25
Shotaro Morii,Chrome · Base,21
Shotaro Morii,Chrome · Sky Blue /499,4
Shotaro Morii,Chrome · Fuchsia Reptilian /199,4
Shotaro Morii,Chrome · Green /99,3
Shotaro Morii,Chrome · X-Fractor,2
Shotaro Morii,Chrome · Blue /150,2
Shotaro Morii,Chrome · Orange /25,1
Shotaro Morii,Chrome · Speckle Refractor,1
Shotaro Morii,Final Draft,3
Shotaro Morii,Prized Prospects,46
Shotaro Morii,Prized Prospects · Mini Diamond,2
Slade Caldwell,Base-Paper,10
Slade Caldwell,Chrome · Base,15
Slade Caldwell,Chrome · Refractor,14
Slade Caldwell,Chrome · Sky Blue /499,6
Slade Caldwell,Chrome · Green /99,5
Slade Caldwell,Chrome · Purple /250 · Auto,4
Slade Caldwell,Chrome · X-Fractor,2
Slade Caldwell,Chrome · Mini Diamond,2
Slade Caldwell,Chrome · Fuchsia Reptilian /199,2
Slade Caldwell,Chrome · Steel Metal /100,2
Slade Caldwell,Chrome · True Black /10,2
Spencer Jones,Base-Paper,14
Spencer Jones,Chrome · Refractor,29
Spencer Jones,Chrome · Base,18
Spencer Jones,Chrome · Sky Blue /499,11
Spencer Jones,Chrome · Green /99,6
Spencer Jones,Chrome · Sparkle,4
Spencer Jones,Chrome · Purple /250,4
Spencer Jones,Chrome · Yellow /75,3
Spencer Jones,Chrome · Blue /150,2
Spencer Jones,Chrome · X-Fractor,2
Steele Hall,Base-Paper,65
Steele Hall,Bowman Axis · Base,31
Steele Hall,Bowman Axis · Green,2
